id,ls_number,name,gender,party,department,rank,rank_comment,appointment_begin,appointment_end,house,constituency,state,name_clean,error,comments
2469,8,Mohsina Kidwai,F,INC,,CM,,"Monday, 14 March 1988","Saturday, 25 June 1988",Lok Sabha,Meerut,Uttar Pradesh,tourism,difference of 0,
2470,8,Sitaram Kesri,M,INC,Parliamentary Affairs,MoS,,"Wednesday, 25 September 1985","Tuesday, 22 October 1985",Rajya Sabha,,Bihar,parliamentary affairs,difference of 27,
2471,8,Arif Mohammed Khan,M,BSP,,MoS,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,Bahraich,Uttar Pradesh,industry,other_exception,exception: ministry out of gazette date range
2473,8,Arif Mohammed Khan,M,BSP,,MoS,,"Monday, 12 August 1985","Wednesday, 25 September 1985",Lok Sabha,Bahraich,Uttar Pradesh,home affairs,no_error,
2474,8,Arif Mohammed Khan,M,BSP,Power,MoS,,"Wednesday, 25 September 1985","Wednesday, 26 February 1986",Lok Sabha,Bahraich,Uttar Pradesh,energy,difference of 0,
2475,8,Abdul Ghafoor,M,Samata Party,,MoS,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,Gopalganj,Bihar,works & housing,difference of 0,
2476,8,Abdul Ghafoor,M,Samata Party,,MoS,,"Wednesday, 25 September 1985","Wednesday, 22 October 1986",Lok Sabha,Gopalganj,Bihar,urban development,difference of 0,
2477,9,Dinesh Goswami,M,AGP,,CM,,"Wednesday, 6 December 1989","Saturday, 10 November 1990",not_applicable,,unelected,steel & mines,no_error,
2478,8,Dinesh Goswami,M,AGP,,CM,,"Tuesday, 13 June 1989","Monday, 10 December 1990",not_applicable,,unelected,law & justice,no_error,
2479,8,S B Chavan,M,INC,,CM,,"Monday, 31 December 1984","Tuesday, 11 March 1986",Rajya Sabha,,Maharashtra,home affairs,no_error,
2480,8,S B Chavan,M,INC,,CM,,"Saturday, 25 June 1988","Saturday, 2 December 1989",Rajya Sabha,,Maharashtra,finance,no_error,
2481,8,P Chidambaram,M,INC,,DCM,,"Wednesday, 25 September 1985","Friday, 27 September 1985",Lok Sabha,Sivaganga,Tamil Nadu,commerce,no_error,
2482,8,P Chidambaram,M,INC,Textile,DCM,,"Friday, 27 September 1985","Friday, 4 October 1985",Lok Sabha,Sivaganga,Tamil Nadu,commerce,no_error,
2483,8,P Chidambaram,M,INC,,DCM,,"Friday, 4 October 1985","Monday, 20 January 1986",not_applicable,Sivaganga,unelected,"personnel & training, administrative reforms & public grievances & pension",difference of 41,
2484,8,P Chidambaram,M,INC,,MoS,,"Monday, 20 January 1986","Tuesday, 24 June 1986",not_applicable,Sivaganga,unelected,"personnel, public grievances & pension",difference of 41,
2485,8,P Chidambaram,M,INC,,MoS,,"Tuesday, 24 June 1986","Saturday, 2 December 1989",Lok Sabha,Sivaganga,Tamil Nadu,"personnel, public grievances & pension",no_error,
2486,8,P Chidambaram,M,INC,,MoS,,"Tuesday, 24 June 1986","Saturday, 2 December 1989",Lok Sabha,Sivaganga,Tamil Nadu,home affairs,no_error,
2487,8,A B A Ghani Khan Choudhury,M,INC,,CM,,"Wednesday, 25 September 1985","Monday, 4 May 1987",Lok Sabha,Malda,West Bengal,programme implementation,difference of 0,
2488,8,C K Jaffer Sahrief,M,INC,Coal,MoS,,"Sunday, 14 February 1988","Saturday, 2 December 1989",Lok Sabha,Bangalore North,Karnataka,energy,no_error,
2489,8,G S Dhillion,M,INC,,CM,,"Monday, 12 May 1986","Sunday, 14 February 1988",Lok Sabha,Ferozepur,Punjab,agriculture,no_error,
2490,8,Narayan Datt Tiwari,M,INC,,CM,,"Wednesday, 25 September 1985","Wednesday, 22 October 1986",Lok Sabha,Nainital,Uttarakhand,industry,difference of 0,
2491,8,Narayan Datt Tiwari,M,INC,,CM,,"Tuesday, 24 June 1986","Wednesday, 22 October 1986",Lok Sabha,Nainital,Uttarakhand,industry,no_error,
2492,8,Narayan Datt Tiwari,M,INC,,CM,Additional Charge,"Tuesday, 24 June 1986","Wednesday, 22 October 1986",Lok Sabha,Nainital,Uttarakhand,petroleum & natural gas,no_error,
2493,8,Narayan Datt Tiwari,M,INC,,CM,,"Wednesday, 22 October 1986","Saturday, 25 July 1987",Lok Sabha,Nainital,Uttarakhand,external affairs,no_error,
2494,8,Narayan Datt Tiwari,M,INC,,CM,,"Saturday, 25 July 1987","Saturday, 25 June 1988",Lok Sabha,Nainital,Uttarakhand,finance,no_error,
2495,8,Narayan Datt Tiwari,M,INC,,CM,,"Saturday, 25 July 1987","Saturday, 25 June 1988",Lok Sabha,Nainital,Uttarakhand,commerce,no_error,
2496,8,Priya Ranjan Dasmunsi,M,INC,,MoS,,"Wednesday, 22 October 1986","Saturday, 2 December 1989",Lok Sabha,Raiganj,West Bengal,commerce,no_error,
2497,8,Dinesh Singh,M,INC,,CM,,"Sunday, 14 February 1988","Saturday, 25 June 1988",Lok Sabha,Pratapgarh,Uttar Pradesh,water resources,no_error,
2498,8,Dinesh Singh,M,INC,,CM,,"Saturday, 25 June 1988","Saturday, 2 December 1989",Lok Sabha,Pratapgarh,Uttar Pradesh,commerce,no_error,
2499,8,Dinesh Singh,M,INC,,CM,,"Saturday, 25 June 1988","Saturday, 2 December 1989",Lok Sabha,Pratapgarh,Uttar Pradesh,industry,no_error,
2500,8,Bindeshwari Dubey,M,INC,,CM,,"Sunday, 14 February 1988","Saturday, 25 June 1988",Rajya Sabha,,Bihar,law & justice,no_error,
2501,8,Bindeshwari Dubey,M,INC,,CM,,"Saturday, 25 June 1988","Saturday, 2 December 1989",Rajya Sabha,,Bihar,labour,no_error,
2502,8,Arun Kumar Nehru,M,JD,Power,MoS,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,Bilhaur,Uttar Pradesh,energy,other_exception,exception: ministry out of gazette date range
2503,8,Arun Kumar Nehru,M,JD,,MoS,,"Wednesday, 25 September 1985","Wednesday, 22 October 1986",Lok Sabha,Bilhaur,Uttar Pradesh,home affairs,no_error,
2504,8,Krishna Chandra Pant,M,INC,,CM,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Rajya Sabha,,Uttar Pradesh,education,difference of 0,
2505,8,Krishna Chandra Pant,M,INC,,CM,,"Wednesday, 25 September 1985","Sunday, 12 April 1987",Rajya Sabha,,Uttar Pradesh,steel & mines,difference of 0,
2506,8,Krishna Chandra Pant,M,INC,,CM,,"Sunday, 12 April 1987","Saturday, 2 December 1989",Rajya Sabha,,Uttar Pradesh,defence,no_error,
2507,8,Veerendra Patil,M,INC,,CM,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,Gulbarga,Karnataka,chemicals & fertilisers,other_exception,exception: ministry out of gazette date range
2508,8,Veerendra Patil,M,INC,,CM,Additional Charge,"Monday, 14 January 1985","Wednesday, 25 September 1985",Lok Sabha,Gulbarga,Karnataka,industry,other_exception,exception: ministry out of gazette date range
2510,8,Shivraj V Patil,M,INC,,MoS,,"Monday, 31 December 1984","Wednesday, 22 October 1986",Lok Sabha,Latur,Maharashtra,science & technology,difference of 4,
2511,8,Shivraj V Patil,M,INC,,MoS,,"Monday, 31 December 1984","Wednesday, 22 October 1986",Lok Sabha,Latur,Maharashtra,space,no_error,
2512,8,Shivraj V Patil,M,INC,atomic energy,MoS,,"Monday, 31 December 1984","Wednesday, 22 October 1986",Lok Sabha,Latur,Maharashtra,atomic energy,no_error,
2513,8,Shivraj V Patil,M,INC,,MoS,,"Monday, 31 December 1984","Wednesday, 22 October 1986",Lok Sabha,Latur,Maharashtra,electronics,no_error,
2514,8,Shivraj V Patil,M,INC,,MoS,,"Monday, 31 December 1984","Wednesday, 22 October 1986",Lok Sabha,Latur,Maharashtra,ocean development,no_error,
2515,8,Shivraj V Patil,M,INC,,MoS,,"Wednesday, 25 September 1985","Friday, 4 October 1985",Lok Sabha,Latur,Maharashtra,"personnel & training, administrative reforms & public grievances & pension",difference of 67,
2516,8,Shivraj V Patil,M,INC,Production,MoS,,"Wednesday, 22 October 1986","Saturday, 25 June 1988",Lok Sabha,Latur,Maharashtra,defence,no_error,
2517,8,Shivraj V Patil,M,INC,,MoS,Independent Charge,"Saturday, 25 June 1988","Saturday, 2 December 1989",Lok Sabha,Latur,Maharashtra,civil aviation & tourism,difference of 0,
2518,8,M L Fotedar,M,INC,,CM,,"Saturday, 25 July 1987","Saturday, 6 February 1988",Rajya Sabha,,Haryana,steel & mines,no_error,
2519,8,M L Fotedar,M,INC,,CM,,"Saturday, 6 February 1988","Sunday, 14 February 1988",Rajya Sabha,,Haryana,steel & mines,no_error,
2520,8,M L Fotedar,M,INC,,CM,,"Saturday, 6 February 1988","Sunday, 14 February 1988",Rajya Sabha,,Haryana,labour,no_error,
2521,8,M L Fotedar,M,INC,,CM,,"Sunday, 14 February 1988","Saturday, 2 December 1989",Rajya Sabha,,Haryana,steel & mines,no_error,
2522,8,M L Fotedar,M,INC,,CM,Additional Charge,"Saturday, 3 September 1988","Monday, 19 September 1988",Rajya Sabha,,Haryana,energy,no_error,
2523,8,Bansilal,M,INC,,CM,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,Bhiwani,Haryana,railways,difference of 0,
2524,8,Bansilal,M,INC,,CM,,"Wednesday, 25 September 1985","Wednesday, 4 June 1986",Lok Sabha,Bhiwani,Haryana,transport,difference of 0,
2525,8,Buta Singh,M,INC,,CM,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,Jalore,Rajasthan,agriculture & rural development,difference of 0,
2526,8,Buta Singh,M,INC,,CM,,"Wednesday, 25 September 1985","Saturday, 2 December 1989",Lok Sabha,Jalore,Rajasthan,agriculture,difference of 0,
2527,8,H K L Bhagat,M,INC,,CM,,"Monday, 31 December 1984","Saturday, 2 December 1989",Lok Sabha,East Delhi,Delhi,parliamentary affairs,other_exception,exception: ministry out of gazette date range
2528,8,H K L Bhagat,M,INC,Parliamentary Affairs,CM,Additional Charge,"Wednesday, 25 September 1985","Monday, 12 May 1986",Lok Sabha,East Delhi,Delhi,tourism,other_exception,exception: ministry out of gazette date range
2529,8,H K L Bhagat,M,INC,,CM,,"Monday, 12 May 1986","Sunday, 14 February 1988",Lok Sabha,East Delhi,Delhi,food & civil supplies,no_error,
2530,8,Bali Ram Bhagat,M,INC,,CM,,"Wednesday, 25 September 1985","Monday, 12 May 1986",Lok Sabha,Arrah,Bihar,external affairs,no_error,
2531,8,Bhajan Lal,M,HJC (BL),,CM,,"Wednesday, 22 October 1986","Sunday, 14 February 1988",Rajya Sabha,,Haryana,environment & forests,no_error,
2532,8,Bhajan Lal,M,HJC (BL),,CM,,"Sunday, 14 February 1988","Saturday, 2 December 1989",Rajya Sabha,,Haryana,agriculture,no_error,
2533,8,H R Bhardwaj,M,INC,,MoS,,"Monday, 31 December 1984","Friday, 1 December 1989",Rajya Sabha,,Haryana,law & justice,difference of 55,
2534,8,Mahabir Prasad,M,INC,,DCM,,"Sunday, 14 February 1988","Tuesday, 4 July 1989",Lok Sabha,Bansgaon,Uttar Pradesh,railways,no_error,
2535,8,Mahabir Prasad,M,INC,Mines,MoS,,"Tuesday, 4 July 1989","Saturday, 2 December 1989",Lok Sabha,Bansgaon,Uttar Pradesh,steel & mines,no_error,
2536,8,Ram Niwas Mirdha,M,INC,,MoS,Independent Charge,"Monday, 31 December 1984","Wednesday, 22 October 1986",Lok Sabha,Barmer,Rajasthan,communications,no_error,
2537,8,Ram Niwas Mirdha,M,INC,,MoS,,"Friday, 14 March 1986","Saturday, 14 June 1986",Lok Sabha,Barmer,Rajasthan,home affairs,no_error,
2538,8,Ram Niwas Mirdha,M,INC,,MoS,Independent Charge,"Wednesday, 22 October 1986","Monday, 15 February 1988",Lok Sabha,Barmer,Rajasthan,textiles,no_error,
2539,8,Ram Niwas Mirdha,M,INC,,MoS,Independent Charge,"Tuesday, 10 November 1987","Sunday, 14 February 1988",Lok Sabha,Barmer,Rajasthan,water resources,no_error,
2540,8,Ram Niwas Mirdha,M,INC,,CM,,"Monday, 15 February 1988","Saturday, 2 December 1989",Lok Sabha,Barmer,Rajasthan,textiles,no_error,
2541,8,Ram Niwas Mirdha,M,INC,,CM,,"Tuesday, 24 January 1989","Tuesday, 4 July 1989",Lok Sabha,Barmer,Rajasthan,health & family welfare,no_error,
2542,8,J Vengala Rao,M,INC,,CM,,"Wednesday, 22 October 1986","Saturday, 2 December 1989",Lok Sabha,Khammam,Andhra Pradesh,industry,no_error,
2543,8,Motilal Vora,M,INC,,CM,,"Sunday, 14 February 1988","Tuesday, 24 January 1989",Rajya Sabha,,Madhya Pradesh,health & family welfare,no_error,
2544,8,Motilal Vora,M,INC,,CM,Additional Charge,"Sunday, 14 February 1988","Saturday, 25 June 1988",Rajya Sabha,,Madhya Pradesh,civil aviation,difference of 0,
2545,8,B Shankaranand,M,INC,,CM,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,Chikkodi,Karnataka,irrigation & power,difference of 0,
2546,8,B Shankaranand,M,INC,,CM,,"Wednesday, 25 September 1985","Saturday, 22 August 1987",Lok Sabha,Chikkodi,Karnataka,water resources,difference of 0,
2547,8,B Shankaranand,M,INC,,CM,,"Saturday, 25 June 1988","Tuesday, 4 July 1989",Lok Sabha,Chikkodi,Karnataka,law & justice,no_error,
2548,8,B Shankaranand,M,INC,,CM,,"Saturday, 25 June 1988","Tuesday, 4 July 1989",Lok Sabha,Chikkodi,Karnataka,water resources,no_error,
2549,8,B Shankaranand,M,INC,,CM,,"Tuesday, 4 July 1989","Saturday, 2 December 1989",Lok Sabha,Chikkodi,Karnataka,law & justice,no_error,
2550,8,P Shiv Shanker,M,INC,,CM,,"Monday, 20 January 1986","Monday, 12 May 1986",Rajya Sabha,,Gujarat,commerce,no_error,
2551,8,P Shiv Shanker,M,INC,,CM,,"Monday, 27 January 1986","Monday, 12 May 1986",Rajya Sabha,,Gujarat,food & civil supplies,no_error,
2552,8,P Shiv Shanker,M,INC,,CM,,"Monday, 12 May 1986","Wednesday, 22 October 1986",Rajya Sabha,,Gujarat,external affairs,no_error,
2553,8,P Shiv Shanker,M,INC,,CM,,"Monday, 12 May 1986","Wednesday, 22 October 1986",Rajya Sabha,,Gujarat,commerce,no_error,
2554,8,P Shiv Shanker,M,INC,,CM,,"Wednesday, 22 October 1986","Saturday, 25 July 1987",Rajya Sabha,,Gujarat,commerce,no_error,
2555,8,P Shiv Shanker,M,INC,,CM,,"Saturday, 25 July 1987","Sunday, 14 February 1988",Rajya Sabha,,Gujarat,planning,no_error,
2556,8,P Shiv Shanker,M,INC,,CM,,"Saturday, 25 July 1987","Sunday, 14 February 1988",Rajya Sabha,,Gujarat,programme implementation,no_error,
2557,8,P Shiv Shanker,M,INC,,CM,,"Saturday, 25 July 1987","Sunday, 14 February 1988",Rajya Sabha,,Gujarat,law & justice,no_error,
2558,8,P Shiv Shanker,M,INC,,CM,,"Sunday, 14 February 1988","Saturday, 25 June 1988",Rajya Sabha,,Gujarat,planning,no_error,
2559,8,P Shiv Shanker,M,INC,,CM,,"Sunday, 14 February 1988","Saturday, 25 June 1988",Rajya Sabha,,Gujarat,programme implementation,no_error,
2560,8,P Shiv Shanker,M,INC,,CM,,"Saturday, 25 June 1988","Saturday, 2 December 1989",Rajya Sabha,,Gujarat,human resource development,no_error,
2561,8,P A Sangma,M,NPP,,MoS,,"Tuesday, 1 January 1985","Wednesday, 25 September 1985",Lok Sabha,Tura,Meghalaya,commerce & supply,other_exception,exception: ministry out of gazette date range
2562,8,P A Sangma,M,NPP,States,MoS,,"Wednesday, 25 September 1985","Monday, 20 January 1986",Lok Sabha,Tura,Meghalaya,home affairs,no_error,
2563,8,P A Sangma,M,NPP,,MoS,Independent Charge,"Saturday, 20 September 1986","Saturday, 6 February 1988",Lok Sabha,Tura,Meghalaya,labour,no_error,
2564,8,Mufti Mohammed Sayeed,M,INC,,CM,,"Monday, 12 May 1986","Wednesday, 15 July 1987",Rajya Sabha,,J&K,tourism,difference of 0,
2565,8,Vasant Sathe,M,INC,,CM,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,Wardha,Maharashtra,"steel, mines & coal",difference of 0,
2566,8,Vasant Sathe,M,INC,,CM,,"Wednesday, 25 September 1985","Saturday, 2 December 1989",Lok Sabha,Wardha,Maharashtra,energy,difference of 0,
2567,8,Vasant Sathe,M,INC,,CM,,"Sunday, 12 April 1987","Saturday, 25 July 1987",Lok Sabha,Wardha,Maharashtra,steel & mines,no_error,
2568,8,Vasant Sathe,M,INC,,CM,Additional Charge,"Sunday, 14 February 1988","Saturday, 25 June 1988",Lok Sabha,Wardha,Maharashtra,communications,no_error,
2569,8,Madhavrao Scindia,M,INC,,MoS,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,Guna,Madhya Pradesh,railways,difference of 0,
2570,8,Madhavrao Scindia,M,INC,,MoS,,"Wednesday, 25 September 1985","Wednesday, 22 October 1986",Lok Sabha,Guna,Madhya Pradesh,transport,difference of 0,
2571,8,Madhavrao Scindia,M,INC,,MoS,,"Wednesday, 25 September 1985","Wednesday, 22 October 1986",Lok Sabha,Guna,Madhya Pradesh,railways,other_exception,exception: ministry out of gazette date range
2572,8,Madhavrao Scindia,M,INC,,MoS,Independent Charge,"Wednesday, 22 October 1986","Saturday, 2 December 1989",Lok Sabha,Guna,Madhya Pradesh,railways,difference of 7,
2573,8,Rao Birendra Singh,M,JD,,CM,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,Mahendragarh,Haryana,food & civil supplies,no_error,
2574,8,Vir Bahadur Singh,M,INC,,CM,,"Saturday, 25 June 1988","Tuesday, 30 May 1989",Rajya Sabha,,Uttar Pradesh,communications,no_error,
2575,8,Ashok K Sen,M,INC,,CM,,"Monday, 31 December 1984","Tuesday, 31 March 1987",Lok Sabha,Calcutta North West,West Bengal,law & justice,difference of 55,
2576,8,Madhavsinh Solanki,M,INC,,CM,,"Saturday, 25 June 1988","Saturday, 2 December 1989",Rajya Sabha,,Gujarat,planning,no_error,
2577,8,Madhavsinh Solanki,M,INC,,CM,,"Saturday, 25 June 1988","Saturday, 2 December 1989",Rajya Sabha,,Gujarat,programme implementation,no_error,
2578,8,Madhavsinh Solanki,M,INC,,Other,Deputy Chairman,"Saturday, 25 June 1988","Saturday, 2 December 1989",Rajya Sabha,,Gujarat,planning,no_error,
2579,8,Rafique Alam,M,INC,,DCM,,"Sunday, 14 February 1988","Saturday, 25 June 1988",Rajya Sabha,,Bihar,petroleum & natural gas,no_error,
2580,8,Rafique Alam,M,INC,,MoS,,"Saturday, 25 June 1988","Tuesday, 4 July 1989",Rajya Sabha,,Bihar,textiles,no_error,
2581,8,Rafique Alam,M,INC,,MoS,Independent Charge,"Tuesday, 4 July 1989","Saturday, 2 December 1989",Rajya Sabha,,Bihar,health & family welfare,no_error,
2582,8,T Anjiah,M,INC,,MoS,Independent Charge,"Monday, 31 December 1984","Monday, 20 January 1986",Rajya Sabha,,Andhra Pradesh,labour,difference of 4,
2583,8,Rajedra Kumari Bajpai,M,INC,,MoS,Independent Charge,"Wednesday, 25 September 1985","Friday, 1 December 1989",Lok Sabha,Sitapur,Uttar Pradesh,welfare,difference of 0,
2584,8,M Chandrasekhar,F,INC,,MoS,Independent Charge,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,Sriperumudur,Tamil Nadu,social & women's welfare,difference of 0,
2585,8,Brahm Dutt,M,INC,,MoS,,"Monday, 12 May 1986","Wednesday, 22 October 1986",Lok Sabha,Tehri Garhwal,Uttar Pradesh,commerce,no_error,
2586,8,Brahm Dutt,M,INC,,MoS,Independent Charge,"Wednesday, 22 October 1986","Saturday, 2 December 1989",Lok Sabha,Tehri Garhwal,Uttar Pradesh,petroleum & natural gas,difference of 4,
2587,8,Brahm Dutt,M,INC,,MoS,,"Saturday, 24 January 1987","Saturday, 25 July 1987",Lok Sabha,Tehri Garhwal,Uttar Pradesh,finance,no_error,
2588,8,V N Gadgil,M,INC,,MoS,Independent Charge,"Monday, 31 December 1984","Wednesday, 22 October 1986",Lok Sabha,Pune,Maharashtra,information & broadcasting,no_error,
2589,8,V N Gadgil,M,INC,,MoS,Independent Charge,"Friday, 26 September 1986","Sunday, 19 October 1986",Lok Sabha,Pune,Maharashtra,communications,no_error,
2590,8,Giridhar Gamang,M,INC,,DCM,,"Friday, 27 September 1985","Monday, 15 February 1988",Lok Sabha,Koraput,Orissa,welfare,difference of 2,
2591,8,Giridhar Gamang,M,INC,,MoS,,"Monday, 15 February 1988","Saturday, 25 June 1988",Lok Sabha,Koraput,Orissa,tourism,difference of 0,
2592,8,Giridhar Gamang,M,INC,,MoS,,"Saturday, 25 June 1988","Tuesday, 4 July 1989",Lok Sabha,Koraput,Orissa,communications,no_error,
2593,8,Giridhar Gamang,M,INC,,MoS,Independent Charge,"Tuesday, 4 July 1989","Saturday, 2 December 1989",Lok Sabha,Koraput,Orissa,communications,no_error,
2594,8,Ashok Gehlot,M,INC,,MoS,,"Monday, 31 December 1984","Saturday, 24 August 1985",Lok Sabha,Jodhpur,Rajasthan,tourism & civil aviation,difference of 32,
2595,8,Khurshed Alam Khan,M,INC,,MoS,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,Farrukhabad,Uttar Pradesh,external affairs,no_error,
2596,8,Khurshed Alam Khan,M,INC,,MoS,Independent Charge,"Wednesday, 25 September 1985","Friday, 15 November 1985",Lok Sabha,Farrukhabad,Uttar Pradesh,commerce,no_error,
2597,8,Khurshed Alam Khan,M,INC,,MoS,Independent Charge,"Friday, 15 November 1985","Wednesday, 22 October 1986",Lok Sabha,Farrukhabad,Uttar Pradesh,textiles,difference of 0,
2598,8,Rajesh Pilot,M,INC,Surface Transport,MoS,,"Wednesday, 25 September 1985","Wednesday, 22 October 1986",Lok Sabha,Dausa,Rajasthan,transport,difference of 0,
2599,8,Rajesh Pilot,M,INC,,MoS,Independent Charge,"Wednesday, 22 October 1986","Saturday, 2 December 1989",Lok Sabha,Dausa,Rajasthan,surface transport,difference of 7,
2600,8,Kalpnath Rai,M,SAMATA PARTY,Power,MoS,,"Saturday, 25 June 1988","Saturday, 2 December 1989",Rajya Sabha,,Uttar Pradesh,energy,no_error,
2601,8,Nawal Kishore Sharma,M,INC,,MoS,Independent Charge,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,Alwar,Rajasthan,petroleum,difference of 0,
2602,8,Nawal Kishore Sharma,M,INC,,MoS,Independent Charge,"Wednesday, 25 September 1985","Monday, 20 January 1986",Lok Sabha,Alwar,Rajasthan,petroleum & natural gas,difference of 0,
2603,8,K P Singh Deo,M,INC,Personnel and Administrative Reforms,MoS,,"Monday, 31 December 1984","Friday, 15 March 1985",Lok Sabha,Alwar,Rajasthan,personnel & administrative reforms,ministry_not_found_in_gazette,
2604,8,K P Singh Deo,M,INC,,MoS,,"Monday, 31 December 1984","Friday, 15 March 1985",Lok Sabha,Alwar,Rajasthan,culture,difference of 4,
2605,8,K P Singh Deo,M,INC,,MoS,,"Friday, 15 March 1985","Wednesday, 25 September 1985",Lok Sabha,Alwar,Rajasthan,"personnel & training, administrative reforms & public grievances & pension",difference of 0,
2606,8,K P Singh Deo,M,INC,,MoS,,"Friday, 15 March 1985","Wednesday, 25 September 1985",Lok Sabha,Alwar,Rajasthan,culture,difference of 43,
2607,8,K P Singh Deo,M,INC,,MoS,Independent Charge,"Wednesday, 25 September 1985","Monday, 27 January 1986",Lok Sabha,Alwar,Rajasthan,food & civil supplies,no_error,
2608,8,Chandra Shekhar Singh,M,JD,,MoS,Independent Charge,"Saturday, 30 March 1985","Wednesday, 25 September 1985",Lok Sabha,Maharajganj,Bihar,supply,other_exception,exception: ministry out of gazette date range
2610,8,Chandra Shekhar Singh,M,JD,,MoS,Independent Charge,"Monday, 20 January 1986","Wednesday, 9 July 1986",Lok Sabha,Maharajganj,Bihar,petroleum & natural gas,no_error,
2611,8,Sukh Ram,M,INC,Production and Supplies,MoS,,"Wednesday, 25 September 1985","Wednesday, 22 October 1986",Lok Sabha,Mandi,Himachal Pradesh,defence,no_error,
2612,8,Sukh Ram,M,INC,,MoS,,"Wednesday, 22 October 1986","Sunday, 14 February 1988",Lok Sabha,Mandi,Himachal Pradesh,planning,no_error,
2613,8,Sukh Ram,M,INC,,MoS,Independent Charge,"Sunday, 14 February 1988","Saturday, 2 December 1989",Lok Sabha,Mandi,Himachal Pradesh,food & civil supplies,other_exception,exception: ministry out of gazette date range
2614,8,Jagdish Tytler,M,INC,Civil Aviation,MoS,,"Wednesday, 25 September 1985","Wednesday, 22 October 1986",Lok Sabha,Delhi Sadar,Delhi,transport,difference of 0,
2615,8,Jagdish Tytler,M,INC,,MoS,Independent Charge,"Wednesday, 22 October 1986","Tuesday, 28 July 1987",Lok Sabha,Delhi Sadar,Delhi,civil aviation,difference of 7,
2616,8,Jagdish Tytler,M,INC,,MoS,Independent Charge,"Saturday, 25 July 1987","Sunday, 14 February 1988",Lok Sabha,Delhi Sadar,Delhi,tourism & civil aviation,other_exception,exception: ministry out of gazette date range
2616 (2),8,Jagdish Tytler,M,INC,,MoS,Independent Charge,"Saturday, 25 July 1987","Sunday, 14 February 1988",Lok Sabha,Delhi Sadar,Delhi,tourism & civil aviation,other_exception,exception: ministry out of gazette date range
2617,8,Jagdish Tytler,M,INC,,MoS,Independent Charge,"Sunday, 14 February 1988","Saturday, 25 June 1988",Lok Sabha,Delhi Sadar,Delhi,labour,no_error,
2618,8,Jagdish Tytler,M,INC,,MoS,Independent Charge,"Saturday, 25 June 1988","Saturday, 2 December 1989",Lok Sabha,Delhi Sadar,Delhi,food processing industries,difference of 0,
2619,7,Margaret Alva,F,INC,,MoS,,"Thursday, 13 December 1984","Wednesday, 31 December 1984",Rajya Sabha,,Karnataka,parliamentary affairs,difference of 22,
2619,8,Margaret Alva,F,INC,,MoS,,"Wednesday, 31 December 1984","Wednesday, 25 September 1985",Rajya Sabha,,Karnataka,parliamentary affairs,difference of 0,
2620,8,Margaret Alva,F,INC,Women and Child Development,MoS,,"Wednesday, 25 September 1985","Saturday, 2 December 1989",Rajya Sabha,,Karnataka,human resource development,difference of 0,
2621,8,Margaret Alva,F,INC,Youth Affairs and Sports,MoS,,"Wednesday, 25 September 1985","Saturday, 2 December 1989",Rajya Sabha,,Karnataka,youth affairs & sports,other_exception,exception: ministry out of gazette date range
2622,8,Arun Singh,M,INC,,Other,,"Tuesday, 1 January 1985","Wednesday, 25 September 1985",Rajya Sabha,,Uttar Pradesh,parliamentary secretary,ministry_not_found_in_gazette,exception: parliamentary secretary
2623,8,Arun Singh,M,INC,Defence Orgaization and Development Organization,MoS,,"Wednesday, 25 September 1985","Saturday, 18 July 1987",Rajya Sabha,,Uttar Pradesh,defence,no_error,
2624,8,D L Baitha,M,INC,,DCM,,"Sunday, 14 February 1988","Tuesday, 4 July 1989",Lok Sabha,Araria,Bihar,food & civil supplies,other_exception,exception: ministry out of gazette date range
2625,8,D L Baitha,M,INC,Production and Supplies,MoS,,"Tuesday, 4 July 1989","Saturday, 2 December 1989",Lok Sabha,Araria,Bihar,defence,no_error,
2626,8,Vir Sen,M,INC,,MoS,,"Monday, 31 December 1984","Wednesday, 25 September 1985",Lok Sabha,Khurja,Uttar Pradesh,environment & forests,difference of 4,
2627,8,Chandulal Chandrakar,M,INC,,MoS,,"Tuesday, 1 January 1985","Monday, 27 January 1986",Lok Sabha,Durg,Madhya Pradesh,agriculture & rural development,other_exception,exception: ministry out of gazette date range
2628,8,Dalbir Singh,M,INC,,MoS,,"Wednesday, 25 September 1985","Saturday, 2 December 1989",Lok Sabha,Shahdol,Madhya Pradesh,urban development,difference of 0,
